site_name,lat,long,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30
Aspen Park,39.541515,-105.29841,0.03613658064516129,0.03718096428571428,0.04222393548387097,0.04661527586206896,0.04502278571428571,0.045673413793103454,0.05072483870967742,0.04801466666666667,0.03964089655172414,0.029714499999999998,0.03511966666666667,0.03252731034482759,0.036422857142857146,0.03878007407407407,0.0411901,0.0421882,0.040500999999999995,0.0436862,0.04326033333333333,0.0457942,0.045340285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora East,39.638522,-104.56933500000001,,,,,,,,,,,,,,0.03461,,,,,,,,,,,,,,,,,,,,,,,,0.034348555555555556,,,,,,,,,,,,,,,,,,,,,
Aurora East,39.638522,-104.569335,0.0339138,0.035423115384615386,0.04328438709677419,0.04543726666666667,0.04759393548387097,,,0.049241129032258066,0.039178399999999995,0.03083867741935484,0.032318318181818184,0.03345175,0.036434857142857144,,0.04200193333333333,0.0441962,0.04309536666666667,0.047449,0.04723151612903226,0.04984025806451613,,0.03647441935483871,0.031851136363636366,0.03584944,0.03600476,,0.03894796153846154,,0.04344596774193548,0.0458706,0.046229433333333333,0.052292200000000004,0.042189000000000004,0.03469803333333333,0.03273326666666667,0.03185921428571429,0.03267846666666667,,0.04211761290322581,0.0423902,0.04145264516129032,0.04853646666666667,0.05707353571428571,0.054345387096774195,0.04865967857142857,0.03976661290322581,0.034699999999999995,0.03592746666666667,0.03646493548387097,0.040829892857142856,0.04174003225806452,,0.04538309375,,0.05052435483870968,0.05038516129032258,,,
Aurora East,39.63852200000001,-104.569335,,,,,,0.04961275862068965,0.05310755172413793,,,,,,,,,,,,,,0.04401820689655172,,,,,0.04106896551724138,,0.04368758620689655,,,,,,,,,,,,,,,,,,,,,,,,0.04583775862068966,,0.04822110344827586,,,0.04308320689655173,,
Battlement Mesa,39.43806,-108.02611,0.02472111111111111,0.033965749999999996,0.037847958333333334,0.045247136363636364,0.046300724137931036,0.04478433333333333,0.046616419354838706,0.04425193548387097,0.035661678571428566,0.026337741935483872,0.02584506666666667,0.02664707142857143,0.0302079,0.03982346153846154,0.037684433333333336,0.041375520000000006,0.0420855,0.04009015789473684,0.03810393333333333,0.04125127586206897,0.03911376666666667,0.03589561290322581,0.03177089655172414,0.026988233333333334,0.030792133333333336,0.03743613793103448,0.03738146428571428,0.04253913333333333,0.04488441379310344,0.043407799999999996,0.04077987096774193,0.048571931034482756,0.0387785,0.035924000000000005,0.030705413793103452,0.028615733333333334,0.03424287096774194,0.03635296428571429,0.038955448275862066,0.042139166666666665,0.042419827586206896,0.04195175,0.0492764,0.045056793103448275,0.039933034482758624,0.03009674193548387,0.026005966666666665,0.030914793103448277,,,,,,,,,,,
Black Hawk,39.792519,-105.49127,,,,,,,,,,,,,,,,,,,,0.051647125,0.047137233333333334,0.040201193548387096,0.04004785185185185,0.04429796666666667,0.04500383870967742,0.044969620689655175,0.044381387096774194,,,0.04659406666666666,0.045730516129032256,,0.046219840000000005,0.04068309677419355,0.0406765,0.0401607,0.04053132258064516,0.04248362962962963,0.04639826666666667,0.04725551724137931,0.044753290322580644,0.048856833333333335,0.057166967741935484,0.0528121935483871,0.05046276666666667,0.0422765,0.04010958620689655,,0.044244700000000005,,0.044054935483870974,0.04755496666666667,0.04518043333333333,0.04736713793103448,0.04638890322580645,0.04949161290322581,0.04439758620689655,,
Black Hawk,39.792519000000006,-105.49127,,,,,,,,,,,,,,,,,,,0.04624364285714285,,,,,,,,,0.048624214285714285,0.047506285714285716,,,0.05412182142857143,,,,,,,,,,,,,,,,0.042432750000000005,,0.04430253571428572,,,,,,,,,
Boulder Reservoir,40.070016,-105.22023800000001,0.025404633333333333,,,,0.04502353333333333,,,,0.0392823,,0.02920973333333333,,,,,,,,0.04510003333333334,,,0.030645099999999998,0.0262254,0.0250824,,,,,,0.04400843333333333,,0.051040833333333334,,,0.02911103333333333,,,,0.04126863333333333,,0.038931466666666664,0.04766076666666667,0.0548792,,,,,,0.028764699999999997,,,0.0449098,,,,,,,
Boulder Reservoir,40.070016,-105.220238,,0.033185185185185186,0.03925993548387097,0.04320485185185185,,0.0474288275862069,0.05186722580645161,0.050075903225806455,,0.0295718,,0.02500410344827586,0.027131,0.028666703703703705,0.039332064516129035,0.04120779310344827,0.039278129032258066,0.045886482758620686,,0.04666983870967742,0.04179713793103448,,,,0.0316958275862069,0.03779106896551725,0.03538525806451613,,0.042623857142857144,,0.04594503225806452,,0.03921788888888889,0.030741838709677418,,0.027928111111111112,0.028626193548387097,0.03358388888888889,,0.041803206896551724,,,,0.05163948387096774,0.04689257142857143,0.03505306451612904,0.031565862068965514,0.032251586206896554,,0.037264678571428574,0.03831506451612903,,0.04312134482758621,0.04699371428571429,0.046867193548387094,0.04707506896551725,0.038004,,
Boulder Reservoir,40.070016,-105.22023799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04257246153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briggsdale,40.64999999999999,-104.33,,,,,,,,,,,0.02829576923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briggsdale,40.65,-104.33000000000001,,0.033256043478260874,,,,0.04332362068965517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briggsdale,40.65,-104.33,0.02370672,,0.03740609677419355,0.0413118,0.04266987096774194,,0.04714845833333333,0.042272333333333335,0.033297966666666665,0.02484912,,0.026737111111111114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatfield State Park,39.534488,-105.07035800000001,,0.028594535714285715,,,,,0.05511975,,,,0.029892821428571432,,,0.03028607142857143,0.038829857142857145,,,,,,,,,,,,,,,,0.04660921428571429,,,0.03311139285714286,0.031094678571428575,,,,,,,0.04880832142857143,,,,,,,,,,,,,,,,,
Chatfield State Park,39.534488,-105.070358,0.029902310344827588,,0.039918576923076925,0.04484506666666667,0.046777793103448276,0.04969163333333334,,0.05046483870967742,0.04017063333333334,0.02927233333333333,,0.028706033333333332,0.030341741935483873,,,0.04049996153846154,0.03974503333333333,0.04578425925925926,0.04730968965517241,0.05056863333333333,0.04351248275862069,0.03247254838709677,0.026261370370370372,0.028976740740740744,0.03172661290322581,0.03753548275862069,0.036740896551724134,0.04311886206896552,0.04470803333333333,0.045139200000000004,,0.05440823333333333,0.0417588,,,0.029671384615384617,0.028409806451612903,0.030289666666666666,0.04043658620689655,0.041123,0.04058109677419355,,0.06218472727272727,0.05516132258064516,0.04889483333333333,0.03575023333333334,0.02967843333333333,0.031422399999999996,0.028654580645161288,0.0357058,0.03864906451612903,0.0450941,0.04386060606060606,0.04858620689655173,0.04912353333333333,0.05144651851851852,0.042843758620689655,,
Cortez - Health Dept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortez - Health Dept,37.350054,-108.59233400000001,,0.03435717857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034344428571428574,,,,0.041630178571428575,,,,,
Cortez - Health Dept,37.350054,-108.592334,0.025657962962962962,,0.0368995,0.04535022727272727,0.045707741935483874,0.041614407407407406,,0.044918724137931035,0.03541827272727272,0.02730759090909091,0.02682958620689655,0.02462116,,,0.03836051612903226,0.0403784,0.04262546666666667,0.0425882,0.03925493333333333,0.04032455172413793,0.0386608,0.0334352,0.028452310344827585,0.023923533333333333,0.027949066666666668,0.029856999999999998,0.0354156,0.03989996666666666,0.0437451,0.0411843,0.03714903225806452,0.04296758620689655,0.03574231034482758,0.03017855172413793,0.026405689655172416,0.02322437037037037,0.026299709677419354,0.031222185185185186,0.03633777419354839,0.040088266666666664,0.04323333333333333,0.0409353,0.04599432258064516,0.04068890322580645,0.03566941379310345,0.030952645161290326,0.024752966666666668,0.02859641379310345,0.0275028064516129,,0.037247612903225806,0.040443033333333336,0.04384438709677419,,0.044093,0.04070029032258064,0.034647,,
Cortez - Health Dept,37.350054,-108.59233399999998,,,,,,,0.04443663157894737,,,,,,,0.0363058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENVER - CAMP,39.751184,-104.987625,0.014378333333333333,0.018617607142857144,0.030823032258064514,0.0376382962962963,0.03923151612903226,,0.047169,0.043549,0.031022633333333334,0.018980466666666664,0.018840285714285716,0.01689985185185185,0.015659607142857142,0.01771459259259259,0.028871,0.0343588,0.033962483870967744,0.0410539,0.0423392,0.044243387096774195,0.03486274074074074,0.023143166666666666,0.0143901,0.014607866666666667,0.020120607142857145,0.024565333333333335,0.028454966666666668,,0.03767922580645161,,,0.047258428571428576,0.03314123333333333,0.022778064516129033,,,0.017066451612903225,0.020191703703703705,0.02783536666666667,0.031575185185185185,0.03221842857142857,0.0428138,0.052453548387096774,,0.038317566666666664,0.02662816129032258,0.020114833333333335,0.018547033333333334,0.015476322580645161,0.02213867857142857,0.025879545454545457,0.0370569,0.03951996774193549,0.044723533333333336,0.04719167741935484,,0.03500440740740741,,
DENVER - CAMP,39.75118400000001,-104.987625,,,,,,0.04209934482758621,,,,,,,,,,,,,,,,,,,,,,0.03550503448275862,,0.038687689655172414,0.04228003448275862,,,,0.019190724137931034,0.01832051724137931,,,,,,,,0.04752255172413793,,,,,,,,,,,,0.04807396551724138,,,
Deadman,40.829,-105.752,,,,,,,,0.06046014285714286,0.051024238095238095,0.044625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadman,40.829,-105.75199999999998,,,,,,,0.05657930769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas Pass,39.598,-108.805,,,0.045581666666666666,0.05024911538461539,0.05672237931034483,0.0563568,0.0594421935483871,0.055889967741935484,0.048212793103448275,0.037529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elk Springs,40.329253,-108.49424000000002,,,,0.04566671428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elk Springs,40.329253,-108.49424,0.03375145161290322,0.04012817857142857,0.04220286206896552,,0.049664129032258066,0.05328925,0.05029828571428572,0.047378533333333334,0.040758366666666664,0.02984703333333333,0.03088453846153846,0.032337333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evergreen,39.620408,-105.33872000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033728,,,,,,,,,,,,,,,,,,,,,,,
Evergreen,39.620408,-105.33872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03042188,0.0302196,,0.03165752631578947,,0.036954749999999995,0.03789555555555556,0.03472692,0.0420706,0.049503222222222226,0.049901857142857144,0.0476628,0.038946935483870966,0.03654876666666666,0.03909131034482759,0.039411714285714286,0.04344957142857143,0.04311951612903226,0.04659434482758621,0.04329851515151516,0.04349585714285714,0.0403738064516129,0.04473061290322581,0.04150913793103448,,
Evergreen,39.620408,-105.33871999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03294913636363636,,,,,,,,,,,,,,,,,,,,,
FORT COLLINS - WEST,40.59254299999999,-105.141122,,,,,0.045332038461538465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORT COLLINS - WEST,40.592543,-105.141122,0.02819158064516129,0.03588017857142857,0.04182541935483871,0.0447588,,0.04961255172413793,0.05202648387096774,0.051028451612903224,0.040888299999999995,0.029994387096774194,0.03163,0.030768733333333336,0.031504709677419356,,0.041590161290322586,0.042858933333333335,0.03960151612903225,0.04682256666666666,0.046838741935483874,0.047586354838709675,0.044619733333333335,0.03422736666666667,0.030109800000000003,0.029541666666666667,0.03418783870967742,0.039771,0.036929774193548384,0.044794099999999996,0.04217277419354839,0.04612555172413793,0.046495258064516126,0.05135670967741936,0.04210337931034483,0.03331989285714286,0.029320533333333332,0.0311432,0.03050283870967742,0.033416,0.042480000000000004,0.04348679310344828,0.0406577,0.05011365517241379,0.056527612903225805,0.05437003225806451,0.04921173333333333,0.03801325806451613,0.03129216666666666,0.03438823333333333,0.03195648387096774,0.0390335,0.04132638709677419,0.046505866666666666,0.04422583870967742,0.04858626666666666,0.0484,0.04855964516129033,0.04234072413793104,,
FORT COLLINS - WEST,40.592543000000006,-105.141122,,,,,,,,,,,,,,0.03155774074074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fairplay, Colorado",39.240278,-105.983056,0.03874935294117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fairplay, Colorado",39.240278,-105.98305599999999,,0.04140004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flattops #3,39.799,-107.617,,,,,0.048706,0.0517843,0.05625425806451613,0.05529823333333333,0.04733933333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins - CSU - S. Mason,40.57747,-105.07892000000001,,,,,,,,,,,,,,,,,,,,,,,,,0.025428,0.027192655172413795,,,,,,,,,,,,,,,,0.044180551724137936,,,,,0.01907089655172414,,,,,,,0.04312579310344827,,,0.034570034482758624,,
Fort Collins - CSU - S. Mason,40.57747,-105.07892,0.015556714285714285,0.0255995,0.03363561290322581,0.03775693333333333,0.03944896774193548,0.0418379,0.043601548387096775,0.04086341935483871,0.029972566666666665,0.020436387096774193,0.020962766666666667,0.01870986666666667,0.018333870967741937,0.023562964285714284,0.03369596666666667,0.036458866666666666,0.03292025806451613,0.040168866666666664,0.03933559259259259,0.040097812499999996,0.03444667857142857,0.025343354838709677,0.01981763333333333,0.014854074074074075,,,0.028068387096774193,0.03738233333333333,0.0372392,0.03995286666666666,0.0408786129032258,0.04344216129032258,0.030915666666666668,0.02380490322580645,0.018374500000000002,0.0188667,0.019888166666666665,0.026891037037037036,0.03222016129032258,0.03527586666666667,0.034971580645161295,,0.047946967741935485,0.04501857894736842,0.037056821428571425,0.026798,,,0.016723117647058826,0.02673172,0.03447248387096774,0.042950999999999996,0.04061373333333333,,0.043647032258064516,0.043501,,,
Fort Collins - CSU - S. Mason,40.57747,-105.07891999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025042863636363634,,,,,,,,,,,
Goliath Peak,39.643,-105.59200000000001,,,,,,,,,,0.0357384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goliath Peak,39.643,-105.592,,,,,,0.058491037037037036,0.06319899999999999,0.05929416129032258,0.04803385185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothic,38.956399999999995,-106.9858,,0.04590757142857143,,,,,,,,,,,,0.04923317857142857,,,,,,,,,,,,,,,,,,,,,,,,0.044376035714285715,,,,,,,,,,,,0.04881714285714286,,,,,,,,,
Gothic,38.9564,-106.98580000000001,,,,,,,0.04756693103448276,,,,,,,,,,,,,,,,0.041721,,,0.04614606896551724,,,,,,,0.04140965517241379,,,,,,,0.051117655172413796,,0.04299993103448276,,,,,,,,,,,0.04936924137931034,,,,,,
Gothic,38.9564,-106.9858,0.043662761904761906,,0.049248580645161286,0.0525608,0.05109026666666667,0.04865293333333333,,0.04712145161290323,0.041096233333333336,0.038463,0.0446529,0.04493523333333334,0.044874677419354844,,0.051647193548387094,0.05264433333333333,0.05214738709677419,0.0459284,0.03777796774193548,0.040003866666666665,0.041662700000000004,0.04286473333333333,,0.043784399999999994,0.04428835483870967,,0.04726751612903226,0.049065285714285714,0.0468608,0.0424981,0.037303709677419354,0.047273225806451616,,0.04092032258064516,0.03906166666666667,0.04176473076923077,0.04429225806451613,,0.048922225806451614,,0.047939133333333335,,0.0458236,0.04365496666666667,0.04418243333333334,0.04033970967741936,0.03972,0.04291046666666667,0.04657116129032258,,0.04795825806451613,0.05060596666666666,,0.04387066666666666,0.03662041935483871,0.036547166666666665,,,
Grand Mesa,38.93,-108.23,,,,,,0.0524647,0.055597677419354834,0.055880451612903226,0.0486451,0.03882857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greeley - Weld County Tower,40.386368,-104.73744000000002,,,,,,,,,,,,,,,,,,,,,,,,0.01536765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greeley - Weld County Tower,40.386368,-104.73744,0.017617714285714285,0.028591157894736846,0.0365274,0.04197253333333333,0.04384175,0.045423233333333334,0.04615551612903226,0.043502870967741934,0.03306863333333333,0.022512193548387096,0.020017999999999998,0.0173057,0.01761557142857143,0.022722607142857145,0.0322008275862069,0.03581173333333333,0.03503412903225806,0.040814833333333335,0.0399416129032258,0.039943,0.033807800000000006,0.024806451612903225,0.017092357142857142,,0.024164928571428573,0.02775451724137931,0.03190890322580645,0.03995937931034483,0.040690741935483866,0.04278816666666666,,0.04555596774193549,0.0358285,0.026032629629629628,0.019712407407407408,0.01757767857142857,0.019537928571428574,0.02452107142857143,0.03101577419354839,0.03275377777777778,0.036379,0.045266766666666666,0.05232048275862069,0.048230416666666664,0.041311766666666666,0.03185774193548387,0.022268666666666666,0.02430593333333333,0.017891806451612903,0.02744239285714286,0.03544593548387097,0.042805866666666664,0.04174323333333333,0.04457203448275862,0.047269793103448275,0.04580070967741935,0.037957413793103446,,
Greeley - Weld County Tower,40.386368,-104.73743999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04392913043478261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIGHLAND RESERVOIR,39.56788699999999,-104.957193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04338344444444445,,
HIGHLAND RESERVOIR,39.567887,-104.957193,0.026758392857142856,,0.040985266666666666,0.04589848275862069,0.0482762,,0.05447063333333334,0.049637548387096775,0.03997365517241379,0.028100612903225807,0.02829037931034483,0.0272891,0.027918354838709677,0.02782459090909091,0.036093,,0.0416906129032258,0.0484842,0.0484723870967742,0.05147058064516129,0.04388441379310345,0.03264141935483871,0.026969344827586207,0.029159551724137932,0.03077606451612903,0.03459834482758621,0.03670432258064516,0.04427843333333333,0.04574241935483871,0.04665096666666667,0.04825003571428571,0.05574383870967742,0.043147000000000005,0.033532266666666664,0.03175883333333333,0.030780466666666666,0.028988200000000002,0.030006321428571427,0.0405195,0.0420099,0.04155881818181818,0.05108033333333333,0.061869129032258066,0.056074064516129035,0.048460500000000004,0.03665756666666666,0.030347000000000002,0.030389482758620686,0.029098645161290324,0.03407989285714286,0.03712529032258065,0.043953099999999995,0.044631757575757575,0.04921956666666667,0.05141170967741936,0.051882741935483874,,,
HIGHLAND RESERVOIR,39.567887,-104.95719299999999,,0.026815000000000002,,,,0.05082896153846154,,,,,,,,,,0.04040496153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hebron, Colorado",40.550599999999996,-106.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03938864285714285,,,,
Kenosha Pass,39.416999999999994,-105.755,,0.04845092857142857,,,,,,,,,,0.045661714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenosha Pass,39.417,-105.755,,,0.05193935483870968,,0.0558273870967742,,0.05929409677419355,0.05641558064516129,,0.039438299999999996,0.047566500000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenosha Pass,39.417,-105.75499999999998,0.04694413333333333,,,0.055378533333333334,,0.05577063333333333,,,0.04761766666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kremmling,40.058,-106.37000000000002,,,,,,0.0415569,,,0.033095233333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kremmling,40.058,-106.37,,,,0.0450185,0.04135854838709677,,0.04302848387096774,0.04100951612903226,,0.024234125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Casa,39.77949,-105.00518000000001,,,,,,,,0.04435142307692308,,,,,,,,0.03461884615384615,,,,,,,0.014416384615384616,,,,,,,,,,,,,,,,,,,,,,,,,0.018380153846153845,,,,,,,,,,,
La Casa,39.77949,-105.00518,0.015135074074074073,0.020855000000000002,,0.03724625925925926,0.04002096774193548,0.0430344,0.04681103225806452,,,0.018491483870967742,0.018148068965517242,0.01626057142857143,0.018026166666666666,0.019167190476190477,0.029762741935483873,,0.03382541935483871,0.0407891724137931,0.04147086206896552,0.042510387096774196,,0.021155928571428572,,0.014154740740740742,0.018734354838709676,0.022835349999999997,0.027717322580645163,,0.03915617241379311,0.04223525,,0.04704741935483871,0.03183572413793103,0.024358714285714286,0.019344499999999997,0.017186586206896552,0.0195642962962963,0.02327237037037037,,,0.03536645161290323,,0.0534017619047619,,,0.02623889655172414,,,0.015359959999999999,0.02478825,0.029847964285714287,0.03819272413793103,0.03516962068965517,0.03908964285714286,0.04519388888888889,0.04783483870967742,0.03450913793103448,,
La Casa,39.77949,-105.00517999999998,,,0.031345033333333334,,,,,,0.03137653333333333,,,,,,,,,,,,0.034076499999999996,,,,,,,0.03637263333333333,,,0.04356993333333334,,,,,,,,0.03057836666666667,0.03622353333333333,,0.04582743333333333,,0.048894433333333334,0.038923599999999996,,0.019662766666666668,,,,,,,,,,,,
MANITOU SPRINGS,38.853097,-104.901289,0.0327021935483871,0.03427103571428571,0.04479296774193548,0.046903966666666665,,0.051009766666666664,0.052274111111111105,0.04657490322580645,0.04026476923076923,0.029973451612903226,0.03526663333333333,0.033713733333333336,0.03588612903225807,0.03722486956521739,0.04218219354838709,0.04497653333333333,0.04312725806451613,0.04785106666666667,0.04557309677419355,0.04754077419354839,0.044305866666666666,0.03552743333333333,0.0321334,0.03570589655172414,0.037001935483870964,0.03803644827586207,0.0396255,0.04527646666666666,0.04561851612903226,0.045653000000000006,0.04476086666666667,0.05216312903225807,0.044619599999999995,0.03655590322580645,0.0355021,0.034560766666666666,0.03417070967741935,0.03357142857142857,0.04230532258064516,0.04411163333333333,0.04125232258064516,0.0470334,0.0549981935483871,0.055404037037037036,0.0479667,0.041611,0.03573333333333333,0.03705467857142857,0.03625616129032258,0.04045367857142857,0.0418443870967742,0.04679492307692308,0.046682218750000004,0.046613666666666664,0.047962032258064516,0.04909406666666667,0.04388024137931034,,
MANITOU SPRINGS,38.853097,-104.90128899999999,,,,,0.04937784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manitou Experimental Forest,39.10099999999999,-105.093,,,,,,0.04800777777777778,0.04997390322580645,0.043445387096774195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manitou Experimental Forest,39.101,-105.093,,,,,,,,,0.037607892857142854,0.023789714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manitou Experimental Forest,39.101000000000006,-105.093,,,,,0.044655172413793104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
